CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
15767358,"€ 97,486.15",2,No,1,No,0
15594812,"€ 137,794.18",2,Yes,2,Yes,0
15688210,"€ 101,928.51",1,No,8,No,0
15681509,€ 0.00,2,Yes,9,Yes,0
15572390,€ 0.00,2,No,6,No,0
15801441,"€ 79,585.96",1,Yes,2,Yes,0
15783859,"€ 161,884.99",1,Yes,3,Yes,0
15575243,"€ 129,068.54",2,Yes,1,Yes,0
15773421,€ 0.00,2,No,4,No,0
15788776,"€ 132,623.76",3,No,6,No,1
15765257,"€ 121,461.87",1,Yes,5,Yes,1
15661412,"€ 175,307.32",1,No,8,No,0
15636478,"€ 136,658.61",1,Yes,7,Yes,0
15603683,"€ 146,584.19",2,No,3,No,0
15651868,€ 0.00,1,No,6,No,0
15815443,"€ 131,414.76",1,No,10,No,0
15682686,€ 0.00,2,Yes,3,Yes,0
15697460,"€ 99,441.21",2,Yes,4,Yes,0
15748432,€ 0.00,2,Yes,4,Yes,0
15698271,€ 0.00,2,No,4,No,0
15808662,€ 0.00,2,No,3,No,0
15690372,"€ 181,110.13",2,No,1,No,0
15781875,"€ 100,476.46",2,Yes,3,Yes,0
15801473,"€ 51,949.95",2,No,2,No,0
15704509,"€ 121,063.49",1,No,8,No,0
15694666,"€ 88,441.64",1,Yes,8,Yes,1
15731166,"€ 127,023.39",1,Yes,1,Yes,0
15728523,"€ 144,147.68",1,Yes,5,Yes,0
15788442,"€ 173,306.13",1,Yes,2,Yes,0
15689781,€ 0.00,1,No,0,No,1
15764226,"€ 106,425.75",1,Yes,8,Yes,0
15809837,"€ 135,392.31",2,Yes,6,Yes,1
15805212,€ 0.00,2,Yes,1,Yes,0
15716082,"€ 152,685.40",1,No,6,No,0
15643056,"€ 82,083.52",1,Yes,1,Yes,0
15654859,"€ 131,629.17",2,No,2,No,1
15761158,€ 0.00,2,Yes,7,Yes,0
15577515,"€ 108,477.27",1,Yes,0,Yes,1
15723827,"€ 114,779.35",1,No,4,No,0
15646594,"€ 57,568.94",1,Yes,5,Yes,0
15712877,€ 0.00,2,No,1,No,0
15598802,€ 0.00,2,Yes,8,Yes,0
15699340,€ 0.00,2,No,4,No,0
15691150,"€ 110,559.46",1,Yes,4,Yes,0
15608688,€ 0.00,2,No,4,No,0
15737998,€ 0.00,1,No,8,No,1
15735837,€ 0.00,2,Yes,3,Yes,0
15659100,"€ 128,152.82",1,No,9,No,0
15609070,"€ 120,961.50",3,Yes,7,Yes,1
15650313,"€ 129,472.33",1,Yes,6,Yes,0
15627699,"€ 105,000.23",1,No,10,No,0
15591010,"€ 109,339.17",2,No,8,No,1
15798895,"€ 55,328.40",1,No,6,No,1
15745375,"€ 72,012.76",1,No,3,No,0
15775235,"€ 110,480.48",1,No,6,No,0
15780088,"€ 132,439.99",1,No,9,No,0
15649379,€ 0.00,2,Yes,3,Yes,0
15713983,"€ 94,108.54",2,No,5,No,0
15709252,"€ 105,173.99",1,Yes,10,Yes,1
15699238,€ 0.00,2,No,8,No,0
15732884,"€ 131,959.86",1,No,7,No,0
15587297,€ 0.00,2,Yes,7,Yes,0
15684722,"€ 122,952.90",2,No,5,No,0
15621244,"€ 107,379.68",1,Yes,0,Yes,0
15744273,"€ 122,641.56",2,No,6,No,0
15682540,€ 0.00,2,Yes,8,Yes,0
15636521,"€ 124,037.28",1,Yes,1,Yes,0
15785339,"€ 117,565.03",2,No,9,No,0
15638983,"€ 133,189.40",1,No,5,No,0
15654625,"€ 120,252.02",2,Yes,8,Yes,0
15697310,"€ 152,264.81",1,No,3,No,0
15678210,"€ 105,069.98",2,Yes,5,Yes,0
15575438,"€ 115,076.06",1,Yes,7,Yes,0
15632789,€ 0.00,2,Yes,8,Yes,0
15621423,"€ 117,280.23",3,No,7,No,1
15573520,"€ 110,540.43",2,Yes,6,Yes,0
15740458,"€ 135,095.47",1,No,7,No,0
15762799,"€ 187,861.18",2,Yes,0,Yes,0
15686885,"€ 124,655.59",2,Yes,3,Yes,0
15565996,€ 0.00,2,Yes,8,Yes,0
15662152,"€ 134,105.01",1,No,9,No,0
15711742,€ 0.00,1,Yes,4,Yes,0
15701885,€ 0.00,2,Yes,9,Yes,0
15774262,"€ 83,693.34",2,Yes,8,Yes,0
15567839,"€ 114,631.23",1,Yes,9,Yes,0
15644400,"€ 128,601.98",1,No,9,No,0
15797246,"€ 91,258.52",2,No,2,No,0
15778290,"€ 70,416.75",1,Yes,8,Yes,0
15708714,€ 0.00,2,No,6,No,0
15586183,€ 0.00,2,No,5,No,0
15761733,€ 0.00,2,Yes,10,Yes,0
15773934,"€ 88,294.60",1,No,6,No,0
15705343,€ 0.00,1,No,7,No,0
15593959,"€ 93,577.30",1,Yes,1,Yes,0
15664615,"€ 136,650.89",1,Yes,5,Yes,1
15671014,"€ 98,765.84",1,Yes,8,Yes,0
15657778,"€ 84,309.57",2,No,1,No,0
15585192,"€ 136,258.06",1,No,10,No,0
15592914,€ 0.00,2,Yes,9,Yes,0
15770995,"€ 131,160.85",1,No,1,No,0
15570990,"€ 145,222.99",2,No,4,No,0
15596165,"€ 98,141.57",2,Yes,4,Yes,0
15788131,€ 0.00,1,No,6,No,1
15800773,"€ 102,282.61",1,Yes,9,Yes,0
15690153,"€ 116,121.84",2,Yes,4,Yes,0
15638989,"€ 190,066.54",1,No,5,No,1
15623210,"€ 149,349.58",3,No,8,No,1
15652658,"€ 155,176.83",2,Yes,1,Yes,0
15684440,"€ 98,986.28",1,Yes,2,Yes,0
15730287,"€ 147,726.98",3,No,8,No,1
15720353,€ 0.00,2,No,1,No,0
15767231,"€ 144,852.06",1,No,7,No,0
15761554,"€ 89,299.81",1,No,4,No,1
15706637,€ 0.00,2,No,9,No,0
15690492,"€ 97,663.16",2,No,6,No,0
15694237,"€ 95,161.75",1,No,4,No,0
15729771,"€ 154,586.92",1,Yes,9,Yes,1
15609823,"€ 127,095.14",2,No,8,No,0
15793366,"€ 92,526.15",2,Yes,7,Yes,0
15614813,"€ 107,362.80",1,No,0,No,0
15566495,€ 0.00,1,No,2,No,1
15707602,"€ 127,286.04",2,Yes,2,Yes,1
15635244,€ 0.00,2,Yes,6,Yes,0
15805627,€ 0.00,2,Yes,2,Yes,0
15607986,"€ 139,930.18",1,Yes,10,Yes,0
15799785,"€ 77,949.69",1,Yes,4,Yes,0
15699963,"€ 121,405.04",1,Yes,1,Yes,0
15624595,"€ 124,580.69",1,Yes,5,Yes,0
15629750,"€ 133,087.76",1,No,5,No,0
15651460,€ 0.00,1,Yes,7,Yes,0
15753550,€ 0.00,2,No,7,No,0
15594133,€ 0.00,1,No,7,No,1
15772329,"€ 103,741.14",1,No,8,No,1
15591552,"€ 98,877.95",1,No,7,No,0
15750921,"€ 105,843.26",2,Yes,5,Yes,0
15701687,"€ 77,526.66",3,No,7,No,1
15728906,€ 0.00,2,Yes,5,Yes,0
15670029,€ 0.00,2,No,7,No,0
15763579,"€ 105,264.88",2,Yes,2,Yes,0
15728010,€ 0.00,2,Yes,5,Yes,0
15663194,"€ 110,150.43",1,Yes,3,Yes,1
15736510,€ 0.00,3,No,2,No,1
15745804,€ 0.00,2,Yes,7,Yes,0
15631451,€ 0.00,2,Yes,6,Yes,0
15746995,"€ 138,166.30",1,No,9,No,0
15730673,"€ 122,265.24",1,No,7,No,0
15734649,"€ 133,295.98",1,No,0,No,1
15701081,€ 0.00,1,Yes,2,Yes,0
15632503,"€ 148,326.09",1,No,0,No,1
15585928,"€ 68,927.57",1,Yes,2,Yes,0
15648681,"€ 139,914.60",4,Yes,5,Yes,1
15747757,"€ 118,723.11",1,No,8,No,1
15718921,"€ 106,957.28",1,Yes,7,Yes,0
15571081,"€ 190,238.93",1,Yes,7,Yes,0
15734578,"€ 113,537.73",1,Yes,1,Yes,0
15579583,"€ 101,090.27",1,Yes,4,Yes,0
15622729,€ 0.00,2,Yes,2,Yes,0
15662189,€ 0.00,1,Yes,3,Yes,0
15692718,€ 0.00,2,No,7,No,0
15762716,"€ 168,920.75",1,No,10,No,1
15724851,"€ 111,589.67",1,No,9,No,0
15587266,"€ 172,310.33",1,Yes,6,Yes,0
15675926,"€ 118,028.35",1,No,7,No,1
15706268,"€ 147,910.30",1,Yes,1,Yes,0
15581871,"€ 131,287.36",2,Yes,7,Yes,0
15666166,"€ 121,276.32",1,Yes,0,Yes,0
15671582,"€ 109,869.32",1,Yes,6,Yes,0
15680901,"€ 97,435.85",2,Yes,6,Yes,0
15642336,€ 0.00,2,No,9,No,0
15653147,"€ 133,853.27",1,Yes,2,Yes,0
15571284,"€ 109,528.16",2,Yes,0,Yes,0
15591360,"€ 84,607.34",2,Yes,4,Yes,0
15810485,"€ 101,438.00",1,No,1,No,0
15611973,€ 0.00,2,Yes,7,Yes,0
15735572,"€ 113,657.83",1,Yes,9,Yes,1
15567860,"€ 189,318.16",2,No,7,No,1
15795690,"€ 99,513.91",1,Yes,3,Yes,0
15706464,"€ 97,585.32",2,No,4,No,0
15725028,€ 0.00,2,Yes,3,Yes,0
15751167,€ 0.00,2,Yes,4,Yes,0
15633944,"€ 136,659.74",1,Yes,3,Yes,0
15672637,"€ 85,755.86",1,No,4,No,0
15680895,€ 0.00,1,No,7,No,0
15793825,€ 0.00,2,No,4,No,0
15611318,"€ 51,690.89",1,No,4,No,1
15768474,€ 0.00,2,No,3,No,0
15716276,"€ 111,669.68",1,No,2,No,0
15623668,"€ 154,741.45",2,No,2,No,0
15696361,"€ 125,681.51",1,Yes,7,Yes,0
15607988,"€ 155,303.71",1,No,8,No,0
15637891,"€ 140,681.68",1,Yes,4,Yes,0
15789865,"€ 71,902.52",1,Yes,9,Yes,0
15627190,"€ 146,606.60",1,Yes,6,Yes,0
15788224,"€ 123,949.75",1,No,1,No,0
15702149,"€ 144,753.21",1,Yes,1,Yes,0
15708236,"€ 91,285.22",1,Yes,6,Yes,0
15568469,€ 0.00,2,No,0,No,0
15764444,"€ 125,850.53",2,Yes,8,Yes,0
15794204,"€ 108,116.66",1,Yes,7,Yes,0
15807546,€ 0.00,2,Yes,2,Yes,0
15782159,"€ 67,639.56",2,Yes,8,Yes,0
15618703,"€ 150,200.23",1,Yes,6,Yes,1
15793317,"€ 141,287.15",1,No,7,No,0
15740487,€ 0.00,3,Yes,6,Yes,1
15722479,€ 0.00,2,Yes,1,Yes,0
15688264,€ 0.00,2,Yes,0,Yes,0
15583067,"€ 97,157.96",1,Yes,4,Yes,0
15686670,€ 0.00,2,No,2,No,1
15593345,"€ 125,241.17",2,Yes,6,Yes,0
15811690,"€ 128,966.13",1,No,2,No,1
15734008,"€ 152,581.06",1,No,5,No,1
15771856,€ 0.00,2,No,1,No,0
15762045,"€ 142,688.57",2,Yes,5,Yes,0
15778142,"€ 130,089.56",2,Yes,1,Yes,0
15689268,€ 0.00,1,Yes,9,Yes,0
15721507,"€ 117,094.02",1,No,1,No,1
15750476,€ 0.00,2,No,8,No,0
15810723,€ 0.00,3,No,10,No,1
15787229,€ 0.00,2,No,2,No,0
15570508,"€ 90,218.90",1,No,7,No,0
15617065,"€ 194,532.66",1,No,4,No,1
15689786,"€ 169,743.83",1,No,1,No,1
15648876,€ 0.00,1,No,5,No,0
15802106,"€ 155,973.88",1,No,8,No,0
15773869,"€ 129,321.44",1,Yes,4,Yes,0
15711635,"€ 138,650.49",2,No,6,No,0
15795527,"€ 136,487.86",2,No,2,No,0
15759133,€ 0.00,2,Yes,6,Yes,0
15679394,"€ 38,617.20",1,Yes,4,Yes,0
15801072,€ 0.00,2,No,7,No,0
15646082,"€ 82,909.14",1,No,8,No,1
15796111,"€ 145,151.40",1,Yes,8,Yes,1
15670646,"€ 147,187.84",1,Yes,0,Yes,1
15578722,€ 0.00,2,No,4,No,0
15815095,"€ 108,185.81",2,No,7,No,1
15730360,€ 0.00,2,Yes,4,Yes,0
15763194,€ 0.00,2,Yes,7,Yes,0
15720725,€ 0.00,2,No,2,No,0
15567834,"€ 105,918.10",1,Yes,5,Yes,0
15720644,€ 0.00,2,No,6,No,0
15811742,€ 0.00,2,No,7,No,0
15813363,€ 0.00,2,No,2,No,0
15717629,"€ 59,972.26",2,Yes,6,Yes,0
15713160,"€ 157,228.61",2,No,7,No,0
15568878,€ 0.00,2,No,5,No,0
15809800,€ 0.00,2,No,4,No,0
15736420,"€ 210,433.08",2,Yes,4,Yes,1
15757933,"€ 102,452.71",1,No,1,No,0
15623072,€ 0.00,2,No,5,No,0
15683993,"€ 142,987.46",2,No,8,No,0
15570947,"€ 143,330.56",2,Yes,7,Yes,0
15797767,€ 0.00,1,Yes,6,Yes,1
15731989,"€ 120,165.40",2,No,4,No,0
15591035,€ 0.00,1,Yes,6,Yes,0
15586479,€ 0.00,1,No,4,No,1
15605872,"€ 66,573.17",1,Yes,6,Yes,0
15666012,"€ 102,833.46",2,Yes,4,Yes,0
15641733,"€ 164,757.56",1,No,5,No,0
15593178,"€ 153,610.61",1,Yes,10,Yes,1
15649183,€ 0.00,3,Yes,8,Yes,0
15736399,€ 0.00,2,No,10,No,0
15751137,"€ 169,025.83",1,No,3,No,0
15757188,"€ 153,455.72",2,Yes,4,Yes,0
15726167,€ 0.00,2,Yes,4,Yes,0
15624850,"€ 153,972.89",2,No,10,No,0
15717700,"€ 114,609.55",2,Yes,9,Yes,0
15716347,"€ 143,625.83",2,Yes,7,Yes,0
15696287,"€ 116,520.28",1,Yes,1,Yes,1
15638871,"€ 80,926.02",2,Yes,6,Yes,0
15765093,"€ 166,594.78",1,Yes,6,Yes,0
15592999,"€ 115,465.98",1,Yes,0,Yes,0
15641715,€ 0.00,2,Yes,8,Yes,0
15607746,€ 0.00,1,Yes,1,Yes,0
15625311,"€ 92,618.62",1,Yes,7,Yes,0
15573077,"€ 141,825.88",1,Yes,8,Yes,1
15735106,"€ 149,594.02",2,No,6,No,0
15672912,"€ 130,051.66",2,No,7,No,1
15589881,€ 0.00,2,Yes,7,Yes,0
15660144,€ 0.00,2,No,4,No,0
15664083,"€ 158,468.76",1,Yes,2,Yes,0
15690898,"€ 161,889.79",1,No,8,No,0
15808023,"€ 133,681.78",1,Yes,9,Yes,0
15676909,€ 0.00,2,No,5,No,0
15764922,"€ 187,294.46",1,No,3,No,0
15766734,€ 0.00,1,No,5,No,0
15795079,€ 0.00,2,Yes,6,Yes,0
15757434,"€ 119,706.22",1,No,7,No,0
15673747,€ 0.00,1,Yes,8,Yes,0
15808386,"€ 138,523.20",1,No,7,No,1
15603565,"€ 90,778.76",2,No,5,No,1
15744044,"€ 99,353.42",1,No,4,No,1
15577771,"€ 111,524.49",1,Yes,1,Yes,1
15769548,"€ 128,645.67",1,No,7,No,0
15802071,"€ 117,458.51",1,Yes,1,Yes,1
15677395,"€ 129,189.15",2,No,9,No,0
15632010,"€ 121,260.19",2,No,7,No,0
15779492,"€ 94,231.13",1,No,6,No,1
15694677,€ 0.00,2,Yes,1,Yes,0
15704315,"€ 163,757.06",1,Yes,8,Yes,0
15742009,€ 0.00,2,Yes,4,Yes,0
15766663,€ 0.00,2,No,4,No,0
15742297,"€ 141,005.47",1,Yes,2,Yes,0
15688059,"€ 105,356.09",2,Yes,9,Yes,0
15752344,€ 0.00,2,No,5,No,0
15698749,"€ 85,897.95",1,No,6,No,0
15631693,€ 0.00,2,Yes,7,Yes,0
15604536,"€ 164,672.66",1,Yes,4,Yes,0
15802869,"€ 99,169.67",2,Yes,2,Yes,0
15635598,€ 0.00,2,No,6,No,0
15592326,€ 0.00,2,Yes,8,Yes,0
15736533,"€ 124,053.03",1,No,5,No,0
15647191,€ 0.00,2,No,4,No,0
15622507,"€ 103,499.09",2,No,3,No,0
15765487,"€ 151,766.71",1,Yes,9,Yes,0
15646521,€ 0.00,1,Yes,1,Yes,0
15746258,"€ 101,486.96",1,Yes,7,Yes,0
15692430,"€ 123,601.56",2,No,2,No,0
15625501,"€ 127,201.58",1,No,1,No,1
15640521,"€ 144,962.74",1,No,3,No,1
15790630,€ 0.00,1,No,4,No,1
15664720,"€ 122,017.19",1,No,8,No,0
15750055,"€ 100,262.88",2,Yes,9,Yes,0
15644878,"€ 117,302.62",1,No,6,No,0
15754578,"€ 135,984.15",2,No,0,No,0
15705379,€ 0.00,2,No,3,No,0
15761047,"€ 160,997.54",2,Yes,2,Yes,0
15671293,"€ 128,389.63",1,Yes,2,Yes,1
15687527,€ 0.00,2,No,1,No,0
15647898,"€ 130,554.51",3,No,5,No,1
15671534,"€ 90,212.00",1,No,6,No,1
15591248,"€ 71,996.29",1,Yes,9,Yes,0
15676156,"€ 85,615.66",2,No,4,No,0
15812918,"€ 62,339.81",2,No,6,No,0
15604130,"€ 142,319.03",1,No,6,No,0
15700549,€ 0.00,2,Yes,5,Yes,0
15715519,€ 0.00,2,No,5,No,0
15707042,"€ 87,413.19",1,No,2,No,0
15605276,€ 0.00,2,Yes,4,Yes,0
15630592,€ 0.00,1,No,4,No,1
15636626,"€ 97,560.16",1,Yes,3,Yes,0
15740411,"€ 141,787.31",2,Yes,8,Yes,0
15593834,"€ 129,934.64",1,No,7,No,1
15804235,"€ 166,178.02",2,Yes,2,Yes,0
15679801,"€ 163,097.55",2,Yes,5,Yes,0
15673907,€ 0.00,2,No,8,No,0
15636562,€ 0.00,2,No,8,No,0
15702571,"€ 151,958.19",3,Yes,1,Yes,1
15627365,€ 0.00,2,Yes,0,Yes,0
15748499,"€ 118,400.91",1,Yes,4,Yes,1
15598614,€ 0.00,2,No,8,No,0
15668889,"€ 116,322.27",4,No,2,No,1
15800049,€ 0.00,1,Yes,5,Yes,0
15583724,€ 0.00,2,Yes,4,Yes,0
15622083,"€ 143,138.91",2,No,6,No,0
15645571,€ 0.00,2,Yes,4,Yes,0
15598266,€ 0.00,1,Yes,9,Yes,0
15667934,"€ 129,804.17",1,No,0,No,0
15569682,"€ 108,308.11",1,No,9,No,1
15772941,"€ 110,153.27",1,Yes,3,Yes,0
15586174,"€ 116,377.48",1,Yes,4,Yes,0
15803682,"€ 117,791.06",2,Yes,10,Yes,0
15627328,€ 0.00,2,Yes,2,Yes,0
15717065,"€ 105,419.73",1,No,8,No,0
15602456,"€ 99,219.47",2,Yes,4,Yes,0
15721569,"€ 119,327.93",1,Yes,8,Yes,0
15573798,"€ 83,947.12",2,No,6,No,0
15638272,"€ 99,883.16",1,Yes,4,Yes,0
15799859,"€ 165,438.26",1,No,4,No,1
15599152,"€ 156,111.24",1,No,1,No,0
15737909,"€ 111,095.58",2,No,2,No,0
15646190,"€ 119,963.45",1,No,0,No,1
15711249,€ 0.00,2,No,4,No,0
15671987,"€ 153,137.74",1,No,8,No,0
15812766,"€ 156,111.08",1,No,6,No,0
15778589,"€ 113,014.70",2,Yes,7,Yes,0
15750104,"€ 132,615.73",2,No,5,No,0
15784526,"€ 102,016.38",1,Yes,5,Yes,1
15646563,€ 0.00,1,Yes,9,Yes,0
15744423,€ 0.00,2,No,5,No,0
15593694,€ 0.00,2,No,8,No,0
15785367,€ 0.00,1,No,4,No,1
15687765,"€ 80,380.24",1,No,4,No,0
15789014,"€ 108,909.12",1,No,6,No,0
15703177,"€ 90,865.80",1,Yes,2,Yes,0
15660263,"€ 99,799.76",2,No,4,No,0
15776545,"€ 200,724.96",1,Yes,10,Yes,1
15683276,"€ 140,363.95",2,Yes,10,Yes,0
15599272,"€ 151,844.64",1,Yes,1,Yes,0
15589541,€ 0.00,2,Yes,2,Yes,0
15608804,"€ 133,231.48",1,Yes,8,Yes,0
15645820,€ 0.00,2,No,7,No,0
15659031,"€ 126,598.99",2,Yes,8,Yes,0
15790113,"€ 113,317.10",1,No,6,No,1
15652289,€ 0.00,2,No,4,No,0
15605341,"€ 93,173.88",1,Yes,8,Yes,0
15697844,€ 0.00,1,No,10,No,1
15652048,"€ 105,007.31",2,Yes,7,Yes,0
15587038,€ 0.00,1,Yes,2,Yes,1
15660528,€ 0.00,2,No,4,No,0
15700300,"€ 131,593.85",1,Yes,4,Yes,1
15642001,"€ 119,530.52",1,No,9,No,1
15580366,"€ 118,614.60",2,Yes,4,Yes,0
15657228,"€ 95,829.13",2,Yes,9,Yes,0
15729377,€ 0.00,2,Yes,1,Yes,0
15686913,€ 0.00,1,No,0,No,0
15631267,"€ 153,590.73",2,Yes,6,Yes,0
15632275,€ 0.00,1,No,2,No,0
15715907,"€ 113,109.52",1,No,9,No,1
15764841,"€ 130,557.24",1,Yes,0,Yes,0
15748649,"€ 93,183.19",1,No,8,No,0
15771409,"€ 151,933.63",1,No,7,No,1
15779207,"€ 125,495.64",2,Yes,2,Yes,0
15814116,€ 0.00,2,No,7,No,0
15665087,"€ 118,547.72",1,Yes,8,Yes,0
15611189,"€ 97,792.21",1,No,1,No,0
15729718,€ 0.00,3,No,6,No,1
15733602,€ 0.00,2,Yes,2,Yes,0
15620103,"€ 167,181.01",1,Yes,8,Yes,0
15770406,"€ 121,355.19",1,Yes,9,Yes,0
15800554,€ 0.00,2,Yes,1,Yes,0
15611409,€ 0.00,2,No,0,No,0
15646535,"€ 113,226.47",1,No,5,No,0
15575430,"€ 118,392.75",1,Yes,1,Yes,0
15711299,"€ 145,262.54",1,Yes,8,Yes,0
15642063,"€ 163,505.16",1,No,6,No,0
15706602,"€ 118,114.28",2,Yes,1,Yes,0
15592773,"€ 108,449.23",3,No,0,No,1
15786539,€ 0.00,2,Yes,1,Yes,0
15737542,"€ 103,294.56",1,No,10,No,0
15590234,€ 0.00,1,No,1,No,1
15773776,€ 0.00,1,Yes,6,Yes,0
15728082,€ 0.00,2,No,6,No,0
15609987,"€ 119,919.12",1,No,2,No,0
15735330,€ 0.00,1,No,1,No,0
15649430,€ 0.00,2,Yes,4,Yes,0
15768777,€ 0.00,2,Yes,4,Yes,0
15777893,€ 0.00,2,No,1,No,0
15791326,€ 0.00,1,No,3,No,0
15615176,€ 0.00,2,No,7,No,0
15735221,€ 0.00,2,No,10,No,0
15617991,"€ 128,744.04",1,Yes,4,Yes,0
15658504,"€ 137,727.34",2,Yes,9,Yes,0
15785705,"€ 106,731.58",1,No,10,No,1
15801817,"€ 123,544.21",1,Yes,7,Yes,0
15752578,"€ 133,968.96",2,No,2,No,0
15781574,"€ 126,534.60",1,Yes,9,Yes,0
15792107,€ 0.00,1,Yes,8,Yes,0
15569917,"€ 87,609.68",2,No,6,No,1
15721504,€ 0.00,2,No,3,No,0
15757306,€ 0.00,3,Yes,3,Yes,1
15647295,€ 0.00,2,No,9,No,0
15642098,"€ 108,960.00",2,No,0,No,1
15696120,€ 0.00,2,No,2,No,0
15675176,"€ 144,953.31",1,Yes,6,Yes,0
15700046,"€ 103,544.88",2,No,4,No,0
15782089,€ 0.00,1,No,6,No,0
15706394,€ 0.00,2,Yes,7,Yes,0
15759387,"€ 101,487.18",1,Yes,1,Yes,1
15623369,"€ 105,355.81",1,No,10,No,1
15732943,"€ 77,967.50",1,No,4,No,1
15750545,€ 0.00,4,No,5,No,1
15809909,€ 0.00,2,Yes,4,Yes,0
15642448,"€ 120,047.77",1,Yes,8,Yes,0
15791944,"€ 175,464.85",3,No,7,No,1
15768342,"€ 79,475.30",3,Yes,8,Yes,1
15567919,"€ 167,735.69",2,Yes,8,Yes,0
15674750,€ 0.00,2,No,8,No,0
15778345,"€ 74,385.98",1,No,1,No,0
15687634,"€ 94,754.00",1,Yes,5,Yes,0
15666096,€ 0.00,1,Yes,4,Yes,0
15581700,"€ 86,920.86",1,Yes,3,Yes,0
15656417,"€ 132,077.48",2,No,1,No,0
15649101,"€ 127,847.86",1,No,10,No,0
15781975,€ 0.00,1,Yes,3,Yes,1
15700511,"€ 176,702.36",2,Yes,9,Yes,0
15770255,"€ 83,555.58",1,No,10,No,0
15643574,€ 0.00,2,No,8,No,0
15595010,€ 0.00,2,No,9,No,0
15580579,€ 0.00,1,Yes,1,Yes,1
15748532,€ 0.00,1,Yes,10,Yes,0
15773789,"€ 96,858.35",1,No,7,No,0
15600027,€ 0.00,2,Yes,1,Yes,0
15620832,€ 0.00,2,Yes,0,Yes,0
15568819,"€ 132,796.04",3,Yes,8,Yes,1
15748691,"€ 154,970.54",1,Yes,1,Yes,0
15583552,"€ 88,902.21",1,No,3,No,0
15588019,"€ 98,738.92",1,No,7,No,0
15713250,€ 0.00,2,Yes,8,Yes,0
15569595,€ 0.00,1,No,6,No,0
15794868,"€ 137,456.28",2,Yes,10,Yes,0
15576680,€ 0.00,2,No,4,No,0
15613699,"€ 73,937.02",1,No,7,No,1
15609758,"€ 158,621.04",1,No,7,No,1
15762392,"€ 113,257.20",1,Yes,1,Yes,0
15693382,€ 0.00,1,Yes,9,Yes,0
15791769,"€ 116,536.43",1,No,9,No,0
15712483,€ 0.00,2,No,4,No,1
15636454,"€ 101,070.69",1,No,6,No,1
15710138,€ 0.00,2,Yes,6,Yes,0
15571571,"€ 127,331.46",3,Yes,3,Yes,0
15638751,€ 0.00,2,No,5,No,0
15598574,€ 0.00,2,Yes,5,Yes,0
15796787,"€ 105,969.42",1,No,0,No,0
15615670,"€ 119,547.46",1,Yes,5,Yes,0
15705506,€ 0.00,2,No,7,No,0
15599535,"€ 138,668.18",1,Yes,5,Yes,0
15768449,"€ 51,582.50",2,Yes,7,Yes,0
15725002,€ 0.00,2,No,7,No,0
15611682,"€ 169,902.92",1,Yes,6,Yes,0
15749964,"€ 87,262.40",2,No,4,No,0
15678779,€ 0.00,2,Yes,7,Yes,0
15752601,€ 0.00,2,No,7,No,0
15758477,€ 0.00,2,No,2,No,0
15629133,€ 0.00,2,No,9,No,0
15604963,€ 0.00,2,No,5,No,0
15796413,€ 0.00,2,No,6,No,0
15812470,€ 0.00,2,Yes,5,Yes,0
15587443,€ 0.00,2,Yes,1,Yes,0
15689692,"€ 150,348.37",1,Yes,3,Yes,0
15779586,"€ 115,074.02",2,No,3,No,0
15667588,€ 0.00,1,Yes,3,Yes,0
15624423,"€ 99,986.98",1,No,8,No,0
15591107,"€ 110,357.00",1,No,3,No,1
15748986,"€ 166,685.92",2,Yes,8,Yes,0
15793896,"€ 95,312.80",1,Yes,7,Yes,0
15620570,"€ 202,443.47",1,No,4,No,0
15727811,"€ 109,493.62",1,No,0,No,1
15707681,"€ 88,977.39",2,Yes,9,Yes,0
15702030,"€ 104,982.57",1,No,2,No,0
15673238,"€ 154,110.99",2,No,8,No,1
15604196,"€ 185,714.28",1,Yes,6,Yes,0
15769356,"€ 116,022.53",2,Yes,3,Yes,0
15665590,€ 0.00,2,Yes,6,Yes,0
15572361,"€ 164,011.48",1,No,2,No,0
15667460,€ 0.00,2,Yes,9,Yes,0
15654760,"€ 101,514.89",1,Yes,1,Yes,0
15632669,€ 0.00,2,Yes,4,Yes,0
15613673,€ 0.00,1,No,9,No,0
15698522,"€ 134,599.33",2,No,9,No,0
15741633,"€ 147,511.26",1,Yes,10,Yes,0
15674583,"€ 78,396.08",1,Yes,0,Yes,0
15665374,€ 0.00,2,No,5,No,0
15588854,"€ 110,581.29",1,Yes,3,Yes,0
15810716,"€ 151,836.36",2,No,8,No,0
15776921,"€ 83,624.55",2,No,5,No,0
15569394,"€ 148,197.15",2,No,2,No,0
15788215,"€ 122,924.75",1,No,5,No,1
15641007,"€ 72,594.00",1,Yes,4,Yes,0
15594651,"€ 115,221.36",1,Yes,4,Yes,0
15575146,"€ 117,808.74",2,Yes,8,Yes,0
15608916,"€ 147,754.68",1,Yes,7,Yes,0
15666297,€ 0.00,3,No,3,No,1
15598586,"€ 113,292.17",1,Yes,10,Yes,0
15665014,€ 0.00,2,No,5,No,0
15701738,"€ 115,163.38",1,Yes,2,Yes,1
15650591,"€ 118,098.62",1,Yes,10,Yes,1
15652667,€ 0.00,2,Yes,9,Yes,0
15679622,€ 0.00,1,Yes,8,Yes,0
15730150,"€ 120,825.70",1,No,0,No,0
